Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Average_Price_per_ProductType,Product_Supermarket_Sales
FDF34,CHUKWUDI049,FDF34_CHUKWUDI049,9.3,Normal Fat,0.01404119,Snack Foods,497.77,2006,Medium,Cluster 1,Supermarket Type1,395.3521899736158,992.04
FDY10,CHUKWUDI046,FDY10_CHUKWUDI046,17.6,Low Fat,0.049067877,Snack Foods,289.04,2004,Small,Cluster 1,Supermarket Type1,395.3521899736158,6298.47
FDZ19,CHUKWUDI017,FDZ19_CHUKWUDI017,6.425,Low Fat,0.093983518,Fruits and Vegetables,438.93,2014,,Cluster 2,Supermarket Type1,398.2481124497989,3076.0
FDF57,CHUKWUDI035,FDF57_CHUKWUDI035,14.5,Normal Fat,0.0,Fruits and Vegetables,424.11,2011,Small,Cluster 2,Supermarket Type1,398.2481124497989,5113.34
FDB08,CHUKWUDI046,FDB08_CHUKWUDI046,6.055,Low Fat,0.031103357,Fruits and Vegetables,399.89,2004,Small,Cluster 1,Supermarket Type1,398.2481124497989,6819.46
FDZ14,CHUKWUDI017,FDZ14_CHUKWUDI017,7.71,Normal Fat,0.047857877,Dairy,299.44,2014,,Cluster 2,Supermarket Type1,409.5043428571421,7573.48
FDR15,CHUKWUDI045,FDR15_CHUKWUDI045,9.3,Normal Fat,0.033505804,Meat,383.58,2009,,Cluster 2,Supermarket Type1,390.9528030303029,6205.26
FDS02,CHUKWUDI027,FDS02_CHUKWUDI027,,Normal Fat,0.0,Dairy,491.2,1992,Medium,Cluster 3,Supermarket Type3,409.5043428571421,14630.96
FDC15,CHUKWUDI017,FDC15_CHUKWUDI017,18.1,Ultra Low fat,0.178975721,Dairy,388.82,2014,,Cluster 2,Supermarket Type1,409.5043428571421,3928.22
FDG20,CHUKWUDI018,FDG20_CHUKWUDI018,15.5,Normal Fat,0.126199917,Fruits and Vegetables,446.01,2016,Medium,Cluster 3,Supermarket Type2,398.2481124497989,3099.3
NCP53,CHUKWUDI027,NCP53_CHUKWUDI027,,Low Fat,0.032731074,Health and Hygiene,589.23,1992,Medium,Cluster 3,Supermarket Type3,367.1430293159605,14261.44
FDX34,CHUKWUDI018,FDX34_CHUKWUDI018,6.195,Low Fat,0.072278769,Snack Foods,301.52,2016,Medium,Cluster 3,Supermarket Type2,395.3521899736158,4519.12
FDT09,CHUKWUDI019,FDT09_CHUKWUDI019,,Normal Fat,0.021471456,Snack Foods,327.57,1992,Small,Cluster 1,Grocery Store,395.3521899736158,329.57
DRE60,CHUKWUDI035,DRE60_CHUKWUDI035,9.395,Low Fat,0.15930433300000002,Soft Drinks,565.43,2011,Small,Cluster 2,Supermarket Type1,386.99823754789264,9620.81
FDN13,CHUKWUDI013,FDN13_CHUKWUDI013,18.6,Ultra Low fat,0.15193174199999998,Breakfast,252.84,1994,High,Cluster 3,Supermarket Type1,395.34833333333324,2764.73
FDV40,CHUKWUDI013,FDV40_CHUKWUDI013,17.35,Low Fat,0.014679558,Frozen Foods,184.01,1994,High,Cluster 3,Supermarket Type1,388.07109409190423,1847.6
FDN09,CHUKWUDI027,FDN09_CHUKWUDI027,,Low Fat,0.034705807000000005,Snack Foods,604.21,1992,Medium,Cluster 3,Supermarket Type3,395.3521899736158,12184.14
NCL31,CHUKWUDI013,NCL31_CHUKWUDI013,7.39,Low Fat,0.12018089400000001,Others,353.62,1994,High,Cluster 3,Supermarket Type1,388.6077000000003,5725.88
FDQ03,CHUKWUDI045,FDQ03_CHUKWUDI045,15.0,Normal Fat,0.078172471,Meat,597.06,2009,,Cluster 2,Supermarket Type1,390.9528030303029,8888.43
FDK45,CHUKWUDI013,FDK45_CHUKWUDI013,11.65,Low Fat,0.033830011,Seafood,279.22,1994,High,Cluster 3,Supermarket Type1,401.9480487804876,3961.51
FDW44,CHUKWUDI045,FDW44_CHUKWUDI045,9.5,Normal Fat,0.035222502999999995,Fruits and Vegetables,425.36,2009,,Cluster 2,Supermarket Type1,398.2481124497989,4687.23
FDJ10,CHUKWUDI018,FDJ10_CHUKWUDI018,5.095,Normal Fat,0.13003120699999998,Snack Foods,356.21,2016,Medium,Cluster 3,Supermarket Type2,395.3521899736158,1404.84
FDH27,CHUKWUDI045,FDH27_CHUKWUDI045,7.075,Low Fat,0.058465268,Dairy,363.28,2009,,Cluster 2,Supermarket Type1,409.5043428571421,4673.92
NCU18,CHUKWUDI013,NCU18_CHUKWUDI013,15.1,Low Fat,0.055793586,Household,349.37,1994,High,Cluster 3,Supermarket Type1,399.9994179894175,9880.47
FDX43,CHUKWUDI010,FDX43_CHUKWUDI010,5.655,Ultra Low fat,0.142732848,Fruits and Vegetables,419.88,2005,,Cluster 3,Grocery Store,398.2481124497989,416.13
FDS21,CHUKWUDI013,FDS21_CHUKWUDI013,19.85,Normal Fat,0.020858778999999997,Snack Foods,157.05,1994,High,Cluster 3,Supermarket Type1,395.3521899736158,2321.98
FDR52,CHUKWUDI018,FDR52_CHUKWUDI018,12.65,Normal Fat,0.076354362,Frozen Foods,480.46,2016,Medium,Cluster 3,Supermarket Type2,388.07109409190423,2866.27
FDQ19,CHUKWUDI027,FDQ19_CHUKWUDI027,,Normal Fat,0.014295563999999998,Fruits and Vegetables,606.63,1992,Medium,Cluster 3,Supermarket Type3,398.2481124497989,30293.9
FDR19,CHUKWUDI045,FDR19_CHUKWUDI045,13.5,Normal Fat,0.16004458900000001,Fruits and Vegetables,363.53,2009,,Cluster 2,Supermarket Type1,398.2481124497989,8748.61
FDW20,CHUKWUDI013,FDW20_CHUKWUDI013,20.75,Low Fat,0.024129332000000003,Fruits and Vegetables,310.43,1994,High,Cluster 3,Supermarket Type1,398.2481124497989,7390.38
FDB11,CHUKWUDI035,FDB11_CHUKWUDI035,16.0,Low Fat,0.060836524,Starchy Foods,567.1,2011,Small,Cluster 2,Supermarket Type1,421.2993827160495,15752.83
NCU54,CHUKWUDI049,NCU54_CHUKWUDI049,8.88,Low Fat,0.098775709,Household,522.32,2006,Medium,Cluster 1,Supermarket Type1,399.9994179894175,17826.8
FDB17,CHUKWUDI017,FDB17_CHUKWUDI017,13.15,Low Fat,0.036879538999999996,Frozen Foods,453.49,2014,,Cluster 2,Supermarket Type1,388.07109409190423,7696.65
DRJ11,CHUKWUDI035,DRJ11_CHUKWUDI035,9.5,Low Fat,0.085075063,Hard Drinks,472.72,2011,Small,Cluster 2,Supermarket Type1,376.59880597014916,9927.08
FDT07,CHUKWUDI035,FDT07_CHUKWUDI035,5.82,Normal Fat,0.077304459,Fruits and Vegetables,644.08,2011,Small,Cluster 2,Supermarket Type1,398.2481124497989,11534.99
FDM13,CHUKWUDI018,FDM13_CHUKWUDI018,6.425,Low Fat,0.063432676,Breakfast,332.16,2016,Medium,Cluster 3,Supermarket Type2,395.34833333333324,1311.63
FDR01,CHUKWUDI019,FDR01_CHUKWUDI019,,Normal Fat,0.093883945,Canned,501.19,1992,Small,Cluster 1,Grocery Store,391.7176329787233,995.37
FDX56,CHUKWUDI018,FDX56_CHUKWUDI018,17.1,Normal Fat,0.07436116,Fruits and Vegetables,515.41,2016,Medium,Cluster 3,Supermarket Type2,398.2481124497989,10353.19
FDU13,CHUKWUDI018,FDU13_CHUKWUDI018,8.355,Low Fat,0.18832266399999997,Canned,371.35,2016,Medium,Cluster 3,Supermarket Type2,391.7176329787233,5517.82
DRF27,CHUKWUDI027,DRF27_CHUKWUDI027,,Low Fat,0.02827966,Dairy,380.59,1992,Medium,Cluster 3,Supermarket Type3,409.5043428571421,2679.85
FDR08,CHUKWUDI019,FDR08_CHUKWUDI019,,Low Fat,0.06587293599999999,Fruits and Vegetables,282.97,1992,Small,Cluster 1,Grocery Store,398.2481124497989,277.97
FDK60,CHUKWUDI049,FDK60_CHUKWUDI049,16.5,Normal Fat,0.094010215,Baking Goods,238.02,2006,Medium,Cluster 1,Supermarket Type1,364.91892441860455,1944.14
NCX41,CHUKWUDI018,NCX41_CHUKWUDI018,19.0,Low Fat,0.017791458,Health and Hygiene,529.81,2016,Medium,Cluster 3,Supermarket Type2,367.1430293159605,5293.11
FDF12,CHUKWUDI045,FDF12_CHUKWUDI045,8.235,Low Fat,0.08259502,Baking Goods,372.77,2009,,Cluster 2,Supermarket Type1,364.91892441860455,2956.15
NCE30,CHUKWUDI049,NCE30_CHUKWUDI049,16.0,Low Fat,0.099290166,Household,535.23,2006,Medium,Cluster 1,Supermarket Type1,399.9994179894175,3716.83
DRF13,CHUKWUDI017,DRF13_CHUKWUDI017,12.1,Low Fat,0.029949818,Soft Drinks,365.86,2014,,Cluster 2,Supermarket Type1,386.99823754789264,9434.39
FDJ22,CHUKWUDI027,FDJ22_CHUKWUDI027,,Low Fat,0.052554508,Snack Foods,475.88,1992,Medium,Cluster 3,Supermarket Type3,395.3521899736158,4793.76
NCP41,CHUKWUDI018,NCP41_CHUKWUDI018,16.6,Low Fat,0.016276741,Health and Hygiene,274.65,2016,Medium,Cluster 3,Supermarket Type2,367.1430293159605,4044.74
FDC51,CHUKWUDI013,FDC51_CHUKWUDI013,10.895,Normal Fat,0.009613854,Dairy,307.43,1994,High,Cluster 3,Supermarket Type1,409.5043428571421,3079.33
FDP52,CHUKWUDI017,FDP52_CHUKWUDI017,18.7,Normal Fat,0.071091591,Frozen Foods,571.5,2014,,Cluster 2,Supermarket Type1,388.07109409190423,12059.3
FDG31,CHUKWUDI013,FDG31_CHUKWUDI013,12.15,Low Fat,0.037864853999999996,Meat,157.71,1994,High,Cluster 3,Supermarket Type1,390.9528030303029,807.28
FDR10,CHUKWUDI049,FDR10_CHUKWUDI049,17.6,Low Fat,0.010055503,Snack Foods,409.39,2006,Medium,Cluster 1,Supermarket Type1,395.3521899736158,4467.52
FDS16,CHUKWUDI049,FDS16_CHUKWUDI049,15.15,Normal Fat,0.066279832,Frozen Foods,369.69,2006,Medium,Cluster 1,Supermarket Type1,388.07109409190423,11351.89
FDV45,CHUKWUDI027,FDV45_CHUKWUDI027,,Low Fat,0.044829295,Snack Foods,468.64,1992,Medium,Cluster 3,Supermarket Type3,395.3521899736158,18775.56
DRI23,CHUKWUDI035,DRI23_CHUKWUDI035,18.85,Low Fat,0.0,Hard Drinks,405.14,2011,Small,Cluster 2,Supermarket Type1,376.59880597014916,8022.89
FDS55,CHUKWUDI017,FDS55_CHUKWUDI017,7.02,Low Fat,0.081623275,Fruits and Vegetables,370.18,2014,,Cluster 2,Supermarket Type1,398.2481124497989,4825.39
FDQ37,CHUKWUDI046,FDQ37_CHUKWUDI046,20.75,Low Fat,0.08926066699999999,Breakfast,483.62,2004,Small,Cluster 1,Supermarket Type1,395.34833333333324,12109.24
FDE17,CHUKWUDI010,FDE17_CHUKWUDI010,20.1,Normal Fat,0.0,Frozen Foods,380.59,2005,,Cluster 3,Grocery Store,388.07109409190423,377.84
FDD04,CHUKWUDI013,FDD04_CHUKWUDI013,16.0,Low Fat,0.08989642,Dairy,358.54,1994,High,Cluster 3,Supermarket Type1,409.5043428571421,4963.54
DRJ01,CHUKWUDI027,DRJ01_CHUKWUDI027,,Low Fat,0.11447535699999999,Soft Drinks,402.31,1992,Medium,Cluster 3,Supermarket Type3,386.99823754789264,5639.33
FDU31,CHUKWUDI045,FDU31_CHUKWUDI045,10.5,Normal Fat,0.025041737999999997,Fruits and Vegetables,546.88,2009,,Cluster 2,Supermarket Type1,398.2481124497989,8139.41
NCD54,CHUKWUDI035,NCD54_CHUKWUDI035,21.1,Low Fat,0.029003459,Household,358.7,2011,Small,Cluster 2,Supermarket Type1,399.9994179894175,5779.14
FDV55,CHUKWUDI049,FDV55_CHUKWUDI049,17.75,Low Fat,0.055159054000000006,Fruits and Vegetables,364.11,2006,Medium,Cluster 1,Supermarket Type1,398.2481124497989,6168.64
FDD05,CHUKWUDI019,FDD05_CHUKWUDI019,,Low Fat,0.029084547999999998,Frozen Foods,305.02,1992,Small,Cluster 1,Grocery Store,388.07109409190423,903.82
FDJ57,CHUKWUDI017,FDJ57_CHUKWUDI017,7.42,Normal Fat,0.021695673999999998,Seafood,463.4,2014,,Cluster 2,Supermarket Type1,401.9480487804876,9287.91
FDT14,CHUKWUDI018,FDT14_CHUKWUDI018,10.695,Normal Fat,0.128247408,Dairy,304.61,2016,Medium,Cluster 3,Supermarket Type2,409.5043428571421,5692.59
FDZ44,CHUKWUDI049,FDZ44_CHUKWUDI049,8.185,Low Fat,0.038789271,Fruits and Vegetables,289.2,2006,Medium,Cluster 1,Supermarket Type1,398.2481124497989,1757.71
FDN20,CHUKWUDI046,FDN20_CHUKWUDI046,19.35,Low Fat,0.026181892999999998,Fruits and Vegetables,417.62,2004,Small,Cluster 1,Supermarket Type1,398.2481124497989,5895.66
FDT32,CHUKWUDI018,FDT32_CHUKWUDI018,19.0,Normal Fat,0.06590129900000001,Fruits and Vegetables,471.8,2016,Medium,Cluster 3,Supermarket Type2,398.2481124497989,4239.48
FDE22,CHUKWUDI019,FDE22_CHUKWUDI019,,Low Fat,0.051778173,Snack Foods,394.73,1992,Small,Cluster 1,Grocery Store,395.3521899736158,798.96
NCV05,CHUKWUDI045,NCV05_CHUKWUDI045,10.1,Low Fat,0.030269774,Health and Hygiene,381.16,2009,,Cluster 2,Supermarket Type1,367.1430293159605,7337.12
NCD31,CHUKWUDI010,NCD31_CHUKWUDI010,12.1,Low Fat,0.025834127999999998,Household,412.88,2005,,Cluster 3,Grocery Store,399.9994179894175,411.13
FDX36,CHUKWUDI017,FDX36_CHUKWUDI017,9.695,Normal Fat,0.129008866,Baking Goods,567.35,2014,,Cluster 2,Supermarket Type1,364.91892441860455,6751.21
FDR07,CHUKWUDI010,FDR07_CHUKWUDI010,21.35,Low Fat,0.130127365,Fruits and Vegetables,240.52,2005,,Cluster 3,Grocery Store,398.2481124497989,476.05
FDY37,CHUKWUDI046,FDY37_CHUKWUDI046,17.0,Normal Fat,0.026568875,Canned,355.12,2004,Small,Cluster 1,Supermarket Type1,391.7176329787233,7873.09
FDE10,CHUKWUDI045,FDE10_CHUKWUDI045,6.67,Normal Fat,0.090130537,Snack Foods,328.66,2009,,Cluster 2,Supermarket Type1,395.3521899736158,4262.78
FDU08,CHUKWUDI013,FDU08_CHUKWUDI013,10.3,Low Fat,0.027292686,Fruits and Vegetables,253.01,1994,High,Cluster 3,Supermarket Type1,398.2481124497989,992.04
DRG23,CHUKWUDI018,DRG23_CHUKWUDI018,8.88,Low Fat,0.0,Hard Drinks,385.17,2016,Medium,Cluster 3,Supermarket Type2,376.59880597014916,7242.24
FDC38,CHUKWUDI049,FDC38_CHUKWUDI049,15.7,Low Fat,0.122684413,Canned,330.74,2006,Medium,Cluster 1,Supermarket Type1,391.7176329787233,5631.0
DRE48,CHUKWUDI035,DRE48_CHUKWUDI035,8.43,Ultra Low fat,0.017322453999999998,Soft Drinks,492.19,2011,Small,Cluster 2,Supermarket Type1,386.99823754789264,8375.76
FDR46,CHUKWUDI018,FDR46_CHUKWUDI018,16.85,Low Fat,0.139985583,Snack Foods,363.19,2016,Medium,Cluster 3,Supermarket Type2,395.3521899736158,6225.23
FDY27,CHUKWUDI045,FDY27_CHUKWUDI045,6.38,Low Fat,0.031962866,Dairy,445.09,2009,,Cluster 2,Supermarket Type1,409.5043428571421,1338.26
FDK32,CHUKWUDI027,FDK32_CHUKWUDI027,,Normal Fat,0.048738407000000004,Fruits and Vegetables,382.17,1992,Medium,Cluster 3,Supermarket Type3,398.2481124497989,12578.63
NCF42,CHUKWUDI017,NCF42_CHUKWUDI017,17.35,Low Fat,0.168329848,Household,441.93,2014,,Cluster 2,Supermarket Type1,399.9994179894175,7030.85
FDD14,CHUKWUDI035,FDD14_CHUKWUDI035,20.7,Low Fat,0.16977634600000002,Canned,461.07,2011,Small,Cluster 2,Supermarket Type1,391.7176329787233,9221.33
FDM45,CHUKWUDI046,FDM45_CHUKWUDI046,8.655,Normal Fat,0.08819473,Snack Foods,299.19,2004,Small,Cluster 1,Supermarket Type1,395.3521899736158,6058.78
NCZ53,CHUKWUDI018,NCZ53_CHUKWUDI018,9.6,Low Fat,0.024576875,Health and Hygiene,466.55,2016,Medium,Cluster 3,Supermarket Type2,367.1430293159605,4710.54
FDN08,CHUKWUDI010,FDN08_CHUKWUDI010,7.72,Normal Fat,0.147904328,Fruits and Vegetables,291.62,2005,,Cluster 3,Grocery Store,398.2481124497989,294.62
DRI11,CHUKWUDI010,DRI11_CHUKWUDI010,8.26,Low Fat,0.057585723,Hard Drinks,284.46,2005,,Cluster 3,Grocery Store,376.59880597014916,287.96
FDL10,CHUKWUDI013,FDL10_CHUKWUDI013,8.395,Low Fat,0.0,Snack Foods,246.76,1994,High,Cluster 3,Supermarket Type1,395.3521899736158,2232.09
FDB15,CHUKWUDI017,FDB15_CHUKWUDI017,10.895,Low Fat,0.137584599,Dairy,655.64,2014,,Cluster 2,Supermarket Type1,409.5043428571421,9887.13
FDC58,CHUKWUDI013,FDC58_CHUKWUDI013,10.195,Low Fat,0.041907414,Snack Foods,109.61,1994,High,Cluster 3,Supermarket Type1,395.3521899736158,439.43
FDU51,CHUKWUDI027,FDU51_CHUKWUDI027,,Normal Fat,0.096046304,Meat,446.76,1992,Medium,Cluster 3,Supermarket Type3,390.9528030303029,11511.68
NCN05,CHUKWUDI049,NCN05_CHUKWUDI049,8.235,Low Fat,0.014482153000000001,Health and Hygiene,455.74,2006,Medium,Cluster 1,Supermarket Type1,367.1430293159605,9154.75
DRI47,CHUKWUDI035,DRI47_CHUKWUDI035,14.7,Low Fat,0.020916223,Hard Drinks,354.53,2011,Small,Cluster 2,Supermarket Type1,376.59880597014916,4673.92
FDI15,CHUKWUDI019,FDI15_CHUKWUDI019,,Low Fat,0.24749009,Dairy,657.97,1992,Small,Cluster 1,Grocery Store,409.5043428571421,1324.94
NCI54,CHUKWUDI018,NCI54_CHUKWUDI018,15.2,Low Fat,0.033735909,Household,277.48,2016,Medium,Cluster 3,Supermarket Type2,399.9994179894175,4640.63
FDC34,CHUKWUDI049,FDC34_CHUKWUDI049,16.0,Normal Fat,0.173027688,Snack Foods,388.24,2006,Medium,Cluster 1,Supermarket Type1,395.3521899736158,8958.34
FDM52,CHUKWUDI045,FDM52_CHUKWUDI045,15.1,Low Fat,0.026046137999999996,Frozen Foods,368.02,2009,,Cluster 2,Supermarket Type1,388.07109409190423,4434.23
FDQ56,CHUKWUDI010,FDQ56_CHUKWUDI010,6.59,Low Fat,0.17674825800000002,Fruits and Vegetables,206.98,2005,,Cluster 3,Grocery Store,398.2481124497989,209.73
FDH27,CHUKWUDI010,FDH27_CHUKWUDI010,7.075,Low Fat,0.097660814,Dairy,354.53,2005,,Cluster 3,Grocery Store,409.5043428571421,359.53
FDI46,CHUKWUDI027,FDI46_CHUKWUDI027,,Low Fat,0.073985248,Snack Foods,631.43,1992,Medium,Cluster 3,Supermarket Type3,395.3521899736158,8179.35
NCX05,CHUKWUDI017,NCX05_CHUKWUDI017,15.2,Low Fat,0.097611115,Health and Hygiene,291.37,2014,,Cluster 2,Supermarket Type1,367.1430293159605,2027.36
NCQ29,CHUKWUDI017,NCQ29_CHUKWUDI017,12.0,Low Fat,0.0,Health and Hygiene,655.82,2014,,Cluster 2,Supermarket Type1,367.1430293159605,3904.92
NCG55,CHUKWUDI017,NCG55_CHUKWUDI017,16.25,Low Fat,0.0,Household,288.04,2014,,Cluster 2,Supermarket Type1,399.9994179894175,8016.23
FDS45,CHUKWUDI018,FDS45_CHUKWUDI018,5.175,Normal Fat,0.029616108,Snack Foods,269.41,2016,Medium,Cluster 3,Supermarket Type2,395.3521899736158,5028.45
FDV09,CHUKWUDI013,FDV09_CHUKWUDI013,12.1,Low Fat,0.020551458,Snack Foods,366.68,1994,High,Cluster 3,Supermarket Type1,395.3521899736158,5567.75
DRA24,CHUKWUDI027,DRA24_CHUKWUDI027,,Normal Fat,0.039734882,Soft Drinks,414.47,1992,Medium,Cluster 3,Supermarket Type3,386.99823754789264,12284.01
FDZ57,CHUKWUDI046,FDZ57_CHUKWUDI046,10.0,Normal Fat,0.037764307000000004,Snack Foods,318.25,2004,Small,Cluster 1,Supermarket Type1,395.3521899736158,1606.24
FDB08,CHUKWUDI027,FDB08_CHUKWUDI027,,Low Fat,0.030952737,Fruits and Vegetables,400.39,1992,Medium,Cluster 3,Supermarket Type3,398.2481124497989,7621.75
NCM06,CHUKWUDI010,NCM06_CHUKWUDI010,7.475,Low Fat,0.126752975,Household,385.66,2005,,Cluster 3,Grocery Store,399.9994179894175,772.33
DRI51,CHUKWUDI045,DRI51_CHUKWUDI045,17.25,Ultra Low fat,0.0,Dairy,428.94,2009,,Cluster 2,Supermarket Type1,409.5043428571421,11594.91
FDN08,CHUKWUDI017,FDN08_CHUKWUDI017,7.72,Normal Fat,0.088864488,Fruits and Vegetables,298.37,2014,,Cluster 2,Supermarket Type1,398.2481124497989,7660.03
FDL46,CHUKWUDI010,FDL46_CHUKWUDI010,20.35,Low Fat,0.090480214,Snack Foods,298.87,2005,,Cluster 3,Grocery Store,395.3521899736158,294.62
NCX29,CHUKWUDI010,NCX29_CHUKWUDI010,10.0,Low Fat,0.149223055,Health and Hygiene,364.53,2005,,Cluster 3,Grocery Store,367.1430293159605,2187.15
FDG50,CHUKWUDI010,FDG50_CHUKWUDI010,7.405,Low Fat,0.02556185,Canned,224.29,2005,,Cluster 3,Grocery Store,391.7176329787233,456.07
FDN56,CHUKWUDI027,FDN56_CHUKWUDI027,,Normal Fat,0.106538757,Fruits and Vegetables,363.7,1992,Medium,Cluster 3,Supermarket Type3,398.2481124497989,14447.86
NCL53,CHUKWUDI018,NCL53_CHUKWUDI018,7.5,Low Fat,0.036382524,Health and Hygiene,444.76,2016,Medium,Cluster 3,Supermarket Type2,367.1430293159605,3542.06
FDG35,CHUKWUDI027,FDG35_CHUKWUDI027,,Normal Fat,0.007006883,Starchy Foods,433.93,1992,Medium,Cluster 3,Supermarket Type3,421.2993827160495,3041.04
NCG55,CHUKWUDI049,NCG55_CHUKWUDI049,16.25,Low Fat,0.039207025,Household,290.29,2006,Medium,Cluster 1,Supermarket Type1,399.9994179894175,6584.76
NCV54,CHUKWUDI013,NCV54_CHUKWUDI013,11.1,Low Fat,0.033081388999999996,Household,291.28,1994,High,Cluster 3,Supermarket Type1,399.9994179894175,2666.53
NCV41,CHUKWUDI049,NCV41_CHUKWUDI049,14.35,Low Fat,0.017065268,Health and Hygiene,273.81,2006,Medium,Cluster 1,Supermarket Type1,367.1430293159605,4420.91
FDO48,CHUKWUDI045,FDO48_CHUKWUDI045,15.0,Normal Fat,0.0268952,Baking Goods,550.86,2009,,Cluster 2,Supermarket Type1,364.91892441860455,4973.53
FDS48,CHUKWUDI019,FDS48_CHUKWUDI019,,Low Fat,0.048637888,Baking Goods,374.43,1992,Small,Cluster 1,Grocery Store,364.91892441860455,376.18
FDT08,CHUKWUDI013,FDT08_CHUKWUDI013,13.65,Ultra Low fat,0.04917754,Fruits and Vegetables,379.51,1994,High,Cluster 3,Supermarket Type1,398.2481124497989,6741.23
FDF05,CHUKWUDI027,FDF05_CHUKWUDI027,,Low Fat,0.026740767000000002,Frozen Foods,653.23,1992,Medium,Cluster 3,Supermarket Type3,388.07109409190423,13807.03
NCS53,CHUKWUDI035,NCS53_CHUKWUDI035,14.5,Low Fat,0.089761211,Health and Hygiene,398.65,2011,Small,Cluster 2,Supermarket Type1,367.1430293159605,5942.27
FDS31,CHUKWUDI049,FDS31_CHUKWUDI049,13.1,Normal Fat,0.0,Fruits and Vegetables,447.33,2006,Medium,Cluster 1,Supermarket Type1,398.2481124497989,7668.35
FDO20,CHUKWUDI035,FDO20_CHUKWUDI035,12.85,Normal Fat,0.152099033,Fruits and Vegetables,631.6,2011,Small,Cluster 2,Supermarket Type1,398.2481124497989,8831.84
FDL09,CHUKWUDI049,FDL09_CHUKWUDI049,19.6,Normal Fat,0.128235131,Snack Foods,423.2,2006,Medium,Cluster 1,Supermarket Type1,395.3521899736158,2936.18
FDV20,CHUKWUDI013,FDV20_CHUKWUDI013,20.2,Normal Fat,0.059751637999999996,Fruits and Vegetables,322.92,1994,High,Cluster 3,Supermarket Type1,398.2481124497989,2543.36
NCE06,CHUKWUDI019,NCE06_CHUKWUDI019,,Low Fat,0.160178832,Household,400.72,1992,Small,Cluster 1,Grocery Store,399.9994179894175,808.95
DRE27,CHUKWUDI010,DRE27_CHUKWUDI010,11.85,Low Fat,0.22206335100000002,Dairy,249.18,2005,,Cluster 3,Grocery Store,409.5043428571421,489.36
FDC41,CHUKWUDI010,FDC41_CHUKWUDI010,15.6,Low Fat,0.195688803,Frozen Foods,193.42,2005,,Cluster 3,Grocery Store,388.07109409190423,382.84
FDZ59,CHUKWUDI027,FDZ59_CHUKWUDI027,,Normal Fat,0.103517853,Baking Goods,412.38,1992,Medium,Cluster 3,Supermarket Type3,364.91892441860455,10403.13
FDC46,CHUKWUDI046,FDC46_CHUKWUDI046,17.7,Low Fat,0.116542484,Snack Foods,456.57,2004,Small,Cluster 1,Supermarket Type1,395.3521899736158,8760.26
FDL12,CHUKWUDI013,FDL12_CHUKWUDI013,15.85,Normal Fat,0.121531501,Baking Goods,148.06,1994,High,Cluster 3,Supermarket Type1,364.91892441860455,1498.05
DRC27,CHUKWUDI035,DRC27_CHUKWUDI035,13.8,Low Fat,0.058091482,Dairy,612.95,2011,Small,Cluster 2,Supermarket Type1,409.5043428571421,14126.61
FDN60,CHUKWUDI046,FDN60_CHUKWUDI046,15.1,Low Fat,0.09515808099999999,Baking Goods,398.15,2004,Small,Cluster 1,Supermarket Type1,364.91892441860455,7130.72
FDN40,CHUKWUDI035,FDN40_CHUKWUDI035,5.88,Low Fat,0.08644044,Frozen Foods,388.5,2011,Small,Cluster 2,Supermarket Type1,388.07109409190423,5382.99
FDT28,CHUKWUDI046,FDT28_CHUKWUDI046,13.3,Low Fat,0.06356617,Frozen Foods,378.43,2004,Small,Cluster 1,Supermarket Type1,388.07109409190423,9028.25
FDX20,CHUKWUDI049,FDX20_CHUKWUDI049,7.365,Ultra Low fat,0.042626422000000004,Fruits and Vegetables,567.68,2006,Medium,Cluster 1,Supermarket Type1,398.2481124497989,10186.74
FDO50,CHUKWUDI049,FDO50_CHUKWUDI049,16.25,Low Fat,0.078290271,Canned,232.95,2006,Medium,Cluster 1,Supermarket Type1,391.7176329787233,2986.11
FDV03,CHUKWUDI049,FDV03_CHUKWUDI049,17.6,Low Fat,0.058181585,Meat,386.08,2006,Medium,Cluster 1,Supermarket Type1,390.9528030303029,5817.43
DRK13,CHUKWUDI017,DRK13_CHUKWUDI017,11.8,Low Fat,0.115819014,Soft Drinks,495.77,2014,,Cluster 2,Supermarket Type1,386.99823754789264,11408.48
NCI54,CHUKWUDI046,NCI54_CHUKWUDI046,15.2,Low Fat,0.033599041,Household,269.48,2004,Small,Cluster 1,Supermarket Type1,399.9994179894175,2729.78
FDQ49,CHUKWUDI013,FDQ49_CHUKWUDI013,20.2,Normal Fat,0.039215075,Breakfast,394.16,1994,High,Cluster 3,Supermarket Type1,395.34833333333324,5476.21
FDO58,CHUKWUDI046,FDO58_CHUKWUDI046,19.6,Low Fat,0.039577173,Snack Foods,415.38,2004,Small,Cluster 1,Supermarket Type1,395.3521899736158,7400.37
DRE48,CHUKWUDI027,DRE48_CHUKWUDI027,,Low Fat,0.01724183,Soft Drinks,492.69,1992,Medium,Cluster 3,Supermarket Type3,386.99823754789264,22171.14
NCO07,CHUKWUDI018,NCO07_CHUKWUDI018,9.06,Low Fat,0.009816092,Others,529.64,2016,Medium,Cluster 3,Supermarket Type2,388.6077000000003,9054.88
